trash_data/paper/paper_926.jpg,1,0,0,0,0
trash_data/paper/paper_1211.jpg,1,0,0,0,0
trash_data/paper/paper_1205.jpg,1,0,0,0,0
trash_data/paper/paper_932.jpg,1,0,0,0,0
trash_data/paper/paper_729.jpg,1,0,0,0,0
trash_data/paper/paper_701.jpg,1,0,0,0,0
trash_data/paper/paper_715.jpg,1,0,0,0,0
trash_data/paper/paper_1013.jpg,1,0,0,0,0
trash_data/paper/paper_1007.jpg,1,0,0,0,0
trash_data/paper/paper_259.jpg,1,0,0,0,0
trash_data/paper/paper_265.jpg,1,0,0,0,0
trash_data/paper/paper_503.jpg,1,0,0,0,0
trash_data/paper/paper_517.jpg,1,0,0,0,0
trash_data/paper/paper_271.jpg,1,0,0,0,0
trash_data/paper/paper_1167.jpg,1,0,0,0,0
trash_data/paper/paper_488.jpg,1,0,0,0,0
trash_data/paper/paper_1173.jpg,1,0,0,0,0
trash_data/paper/paper_846.png,1,0,0,0,0
trash_data/paper/paper_339.jpg,1,0,0,0,0
trash_data/paper/paper_1198.jpg,1,0,0,0,0
trash_data/paper/paper_311.jpg,1,0,0,0,0
trash_data/paper/paper_477.jpg,1,0,0,0,0
trash_data/paper/paper_463.jpg,1,0,0,0,0
trash_data/paper/paper_305.jpg,1,0,0,0,0
trash_data/paper/paper_852.jpg,1,0,0,0,0
trash_data/paper/paper_891.jpg,1,0,0,0,0
trash_data/paper/paper_649.jpg,1,0,0,0,0
trash_data/paper/paper_885.jpg,1,0,0,0,0
trash_data/paper/paper_17.jpg,1,0,0,0,0
trash_data/paper/paper_675.jpg,1,0,0,0,0
trash_data/paper/paper_113.jpg,1,0,0,0,0
trash_data/paper/paper_107.jpg,1,0,0,0,0
trash_data/paper/paper_661.jpg,1,0,0,0,0
trash_data/paper/paper_106.jpg,1,0,0,0,0
trash_data/paper/paper_660.jpg,1,0,0,0,0
trash_data/paper/paper_674.jpg,1,0,0,0,0
